Lelystad,20160521,176,96,228
Lelystad,20160522,157,131,196
Lelystad,20160523,123,112,136
Lelystad,20160524,111,102,136
Lelystad,20160525,124,102,150
Lelystad,20160526,140,87,189
Lelystad,20160527,154,94,208
Lelystad,20160528,171,113,231
Lelystad,20160529,172,125,223
Lelystad,20160530,173,150,214
Lelystad,20160531,193,153,236
Lelystad,20160601,201,160,259
Lelystad,20160602,155,135,179
Lelystad,20160603,176,141,212
Lelystad,20160604,209,134,274
Lelystad,20160605,182,115,233
Lelystad,20160606,175,108,235
Lelystad,20160607,188,126,242
Lelystad,20160608,146,117,183
Lelystad,20160609,143,108,182
Lelystad,20160610,152,106,190
Lelystad,20160611,160,121,211
Lelystad,20160612,166,133,222
Lelystad,20160613,158,134,196
Lelystad,20160614,154,125,184
Lelystad,20160615,145,114,178
Lelystad,20160616,161,114,211
Lelystad,20160617,160,136,194
Lelystad,20160618,144,117,174
Lelystad,20160619,152,125,186
Lelystad,20160620,155,143,170
Lelystad,20160621,173,132,206
Lelystad,20160622,198,139,243
Lelystad,20160623,217,186,282
Lelystad,20160624,191,129,224
Lelystad,20160625,152,104,193
Lelystad,20160626,145,103,183
Lelystad,20160627,148,102,181
Lelystad,20160628,165,99,210
Lelystad,20160629,157,130,196
Lelystad,20160630,159,137,187
Lelystad,20160701,165,138,193
Lelystad,20160702,147,116,180
Lelystad,20160703,146,106,190
Lelystad,20160704,172,99,230
Lelystad,20160705,153,128,183
Lelystad,20160706,147,96,185
Lelystad,20160707,165,80,220
Lelystad,20160708,164,127,203
Lelystad,20160709,180,116,225
Lelystad,20160710,204,156,259
Lelystad,20160711,177,154,213
Lelystad,20160712,163,131,198
Lelystad,20160713,142,105,172
Lelystad,20160714,147,113,178
Lelystad,20160715,163,130,206
Lelystad,20160716,185,150,205
Lelystad,20160717,190,139,220
Lelystad,20160718,187,120,243
Lelystad,20160719,209,99,286
Lelystad,20160720,241,158,328
Lelystad,20160721,213,156,262
Lelystad,20160722,201,159,249
Lelystad,20160723,197,165,238
Lelystad,20160724,202,153,261
Lelystad,20160725,181,128,230
Lelystad,20160726,186,111,237
Lelystad,20160727,182,162,224
Lelystad,20160728,181,140,222
Lelystad,20160729,182,146,215
Lelystad,20160730,179,159,220
Lelystad,20160731,164,117,207
Lelystad,20160801,162,120,206
Lelystad,20160802,166,138,184
Lelystad,20160803,190,169,224
Lelystad,20160804,172,147,211
Lelystad,20160805,172,132,207
Lelystad,20160806,164,112,215
Lelystad,20160807,179,117,224
Lelystad,20160808,171,111,202
Lelystad,20160809,139,114,185
Lelystad,20160810,129,81,172
Lelystad,20160811,138,77,166
Lelystad,20160812,183,161,214
Lelystad,20160813,172,144,204
Lelystad,20160814,157,103,204
Lelystad,20160815,160,102,208
Lelystad,20160816,154,102,207
Lelystad,20160817,164,105,229
Lelystad,20160818,167,100,234
Lelystad,20160819,180,102,248
Lelystad,20160820,178,142,228
Lelystad,20160821,163,144,196
Lelystad,20160822,174,150,215
Lelystad,20160823,212,153,267
Lelystad,20160824,233,171,303
Lelystad,20160825,239,159,312
Lelystad,20160826,207,163,246
Lelystad,20160827,206,150,257
Lelystad,20160828,201,170,242
Lelystad,20160829,170,104,202
Lelystad,20160830,164,100,232
Lelystad,20160831,177,104,246
Lelystad,20160901,173,114,221
Lelystad,20160902,166,114,214
Lelystad,20160903,179,142,220
Lelystad,20160904,177,160,210
Lelystad,20160905,178,129,221
Lelystad,20160906,183,116,242
Lelystad,20160907,188,123,263
Lelystad,20160908,194,121,263
Lelystad,20160909,175,126,228
Lelystad,20160910,187,126,251
Lelystad,20160911,187,157,210
Lelystad,20160912,213,139,291
Lelystad,20160913,233,159,320
Lelystad,20160914,230,158,313
Lelystad,20160915,217,157,287
Lelystad,20160916,177,157,215
Lelystad,20160917,171,113,203
Lelystad,20160918,164,127,203
Lelystad,20160919,145,101,197
Lelystad,20160920,142,74,194
Lelystad,20160921,149,91,204
Lelystad,20160922,146,76,203
Lelystad,20160923,143,92,199
Lelystad,20160924,163,94,231
Lelystad,20160925,168,122,247
Lelystad,20160926,138,85,191
Lelystad,20160927,145,66,205
Lelystad,20160928,182,155,218
Lelystad,20160929,155,131,179
Lelystad,20160930,137,106,179
Lelystad,20161001,133,100,180
Lelystad,20161002,120,86,151
Lelystad,20161003,140,92,183
Lelystad,20161004,124,92,170
Lelystad,20161005,90,35,141
Lelystad,20161006,93,33,129
Lelystad,20161007,118,94,143
Lelystad,20161008,104,42,146
Lelystad,20161009,72,10,138
Lelystad,20161010,69,22,127
Lelystad,20161011,84,8,132
Lelystad,20161012,89,75,100
Lelystad,20161013,87,72,105
Lelystad,20161014,94,70,127
Lelystad,20161015,105,85,142
Lelystad,20161016,130,78,189
Lelystad,20161017,119,86,161
Lelystad,20161018,101,79,131
Lelystad,20161019,90,58,118
Lelystad,20161020,89,37,117
Lelystad,20161021,77,34,116
Lelystad,20161022,74,27,107
Lelystad,20161023,52,12,119
Lelystad,20161024,65,30,84
Lelystad,20161025,76,48,100
Lelystad,20161026,97,64,122
Lelystad,20161027,113,86,142
Lelystad,20161028,122,78,147
Lelystad,20161029,90,47,140
Lelystad,20161030,92,49,140
Lelystad,20161031,99,52,165
Lelystad,20161101,91,53,138
Lelystad,20161102,73,25,110
Lelystad,20161103,69,16,112
Lelystad,20161104,73,63,92
Lelystad,20161105,64,34,97
Lelystad,20161106,64,37,101
Lelystad,20161107,39,-5,62
Lelystad,20161108,15,-41,45
Lelystad,20161109,29,5,42
Lelystad,20161110,36,29,46
Lelystad,20161111,21,-26,54
Lelystad,20161112,20,-16,48
Lelystad,20161113,22,-18,41
Lelystad,20161114,28,-29,69
Lelystad,20161115,103,68,128
Lelystad,20161116,115,85,143
Lelystad,20161117,88,68,111
Lelystad,20161118,60,29,83
Lelystad,20161119,54,32,82
Lelystad,20161120,78,44,115
Lelystad,20161121,117,69,137
Lelystad,20161122,107,58,127
Lelystad,20161123,71,32,100
Lelystad,20161124,57,21,77
Lelystad,20161125,23,-10,66
Lelystad,20161126,-5,-23,36
Lelystad,20161127,58,-3,92
Lelystad,20161128,-6,-46,40
Lelystad,20161129,-28,-64,31
Lelystad,20161130,24,-39,68
Lelystad,20161201,78,52,93
Lelystad,20161202,52,-18,86
Lelystad,20161203,6,-31,76
Lelystad,20161204,-20,-50,21
Lelystad,20161205,-29,-65,28
Lelystad,20161206,-10,-64,43
Lelystad,20161207,58,18,87
Lelystad,20161208,78,60,95
Lelystad,20161209,92,73,105
Lelystad,20161210,78,65,95
Lelystad,20161211,79,62,95
Lelystad,20161212,58,18,76
Lelystad,20161213,63,46,74
Lelystad,20161214,80,73,89
Lelystad,20161215,67,51,82
Lelystad,20161216,41,6,75
Lelystad,20161217,55,27,75
Lelystad,20161218,52,23,86
Lelystad,20161219,37,-2,74
Lelystad,20161220,-7,-30,11
Lelystad,20161221,38,1,68
Lelystad,20161222,57,39,74
Lelystad,20161223,58,39,79
Lelystad,20161224,76,43,95
Lelystad,20161225,101,82,117
Lelystad,20161226,80,61,113
Lelystad,20161227,65,21,89
Lelystad,20161228,11,-19,31
Lelystad,20161229,-14,-27,-3
Lelystad,20161230,-17,-56,13
Lelystad,20161231,24,10,37
Maasttricht,20160101,60,36,87
Maasttricht,20160102,74,48,95
Maasttricht,20160103,66,44,88
Maasttricht,20160104,63,39,76
Maasttricht,20160105,67,43,80
Maasttricht,20160106,64,48,78
Maasttricht,20160107,60,41,81
Maasttricht,20160108,43,24,79
Maasttricht,20160109,58,24,81
Maasttricht,20160110,68,41,91
Maasttricht,20160111,55,32,78
Maasttricht,20160112,56,44,75
Maasttricht,20160113,43,16,56
Maasttricht,20160114,29,13,49
Maasttricht,20160115,17,6,22
Maasttricht,20160116,18,-1,50
Maasttricht,20160117,-12,-43,9
Maasttricht,20160118,-36,-54,-4
Maasttricht,20160119,-38,-80,4
Maasttricht,20160120,-5,-28,10
Maasttricht,20160121,4,-23,43
Maasttricht,20160122,17,-22,45
Maasttricht,20160123,59,40,78
Maasttricht,20160124,68,36,85
Maasttricht,20160125,108,73,162
Maasttricht,20160126,96,86,108
Maasttricht,20160127,100,85,110
Maasttricht,20160128,57,15,97
Maasttricht,20160129,68,20,91
Maasttricht,20160130,62,25,89
Maasttricht,20160131,70,34,116
Maasttricht,20160201,108,99,116
Maasttricht,20160202,80,50,109
Maasttricht,20160203,45,30,69
Maasttricht,20160204,47,23,79
Maasttricht,20160205,82,22,101
Maasttricht,20160206,95,74,111
Maasttricht,20160207,83,60,112
Maasttricht,20160208,82,66,101
Maasttricht,20160209,55,22,107
Maasttricht,20160210,37,24,51
Maasttricht,20160211,42,21,69
Maasttricht,20160212,28,-24,57
Maasttricht,20160213,14,-26,42
Maasttricht,20160214,18,1,29
Maasttricht,20160215,9,-29,44
Maasttricht,20160216,-8,-44,34
Maasttricht,20160217,0,-59,43
Maasttricht,20160218,22,-6,55
Maasttricht,20160219,33,2,77
Maasttricht,20160220,79,45,109
Maasttricht,20160221,107,98,120
Maasttricht,20160222,71,29,106
Maasttricht,20160223,32,2,80
Maasttricht,20160224,23,-15,64
Maasttricht,20160225,8,-34,60
Maasttricht,20160226,23,-11,53
Maasttricht,20160227,26,-3,72
Maasttricht,20160228,17,-19,56
Maasttricht,20160229,15,-26,68
Maasttricht,20160301,14,-49,59
Maasttricht,20160302,56,26,95
Maasttricht,20160303,31,10,70
Maasttricht,20160304,31,-4,51
Maasttricht,20160305,22,-4,47
Maasttricht,20160306,21,-4,53
Maasttricht,20160307,18,-25,49
Maasttricht,20160308,18,-32,55
Maasttricht,20160309,42,6,84
Maasttricht,20160310,38,-25,95
Maasttricht,20160311,42,-12,98
Maasttricht,20160312,27,-27,86
Maasttricht,20160313,36,-17,97
Maasttricht,20160314,29,-15,83
Maasttricht,20160315,32,-20,78
Maasttricht,20160316,42,2,88
Maasttricht,20160317,46,-12,106
Maasttricht,20160318,23,-14,47
Maasttricht,20160319,48,37,61
Maasttricht,20160320,60,41,88
Maasttricht,20160321,69,50,97
Maasttricht,20160322,70,29,113
Maasttricht,20160323,72,53,104
Maasttricht,20160324,75,59,93
Maasttricht,20160325,67,29,96
Maasttricht,20160326,95,12,154
Maasttricht,20160327,100,68,136
Maasttricht,20160328,94,49,133
Maasttricht,20160329,82,53,111
Maasttricht,20160330,92,61,122
Maasttricht,20160331,63,51,77
Maasttricht,20160401,79,21,125
Maasttricht,20160402,112,73,143
Maasttricht,20160403,159,119,203
Maasttricht,20160404,132,106,168
Maasttricht,20160405,103,62,136
Maasttricht,20160406,91,60,136
Maasttricht,20160407,69,39,119
Maasttricht,20160408,73,38,112
Maasttricht,20160409,95,18,155
Maasttricht,20160410,111,62,173
Maasttricht,20160411,140,65,211
Maasttricht,20160412,109,61,181
Maasttricht,20160413,89,45,125
Maasttricht,20160414,106,37,170
Maasttricht,20160415,117,91,166
Maasttricht,20160416,91,43,140
Maasttricht,20160417,60,18,103
Maasttricht,20160418,76,2,130
Maasttricht,20160419,90,28,145
Maasttricht,20160420,83,18,143
Maasttricht,20160421,117,20,194
Maasttricht,20160422,105,75,148
Maasttricht,20160423,57,8,95
Maasttricht,20160424,37,0,76
Maasttricht,20160425,40,3,74
Maasttricht,20160426,30,10,58
Maasttricht,20160427,42,8,77
Maasttricht,20160428,51,0,113
Maasttricht,20160429,70,36,112
Maasttricht,20160430,67,47,92
Maasttricht,20160501,83,44,132
Maasttricht,20160502,116,22,185
Maasttricht,20160503,104,46,147
Maasttricht,20160504,97,18,150
Maasttricht,20160505,134,55,196
Maasttricht,20160506,177,86,244
Maasttricht,20160507,203,134,255
Maasttricht,20160508,201,146,247
Maasttricht,20160509,197,140,247
Maasttricht,20160510,172,146,200
Maasttricht,20160511,193,129,244
Maasttricht,20160512,179,133,235
Maasttricht,20160513,169,99,226
Maasttricht,20160514,88,54,130
Maasttricht,20160515,85,51,129
Maasttricht,20160516,94,63,129
Maasttricht,20160517,129,74,181
Maasttricht,20160518,140,100,191
Maasttricht,20160519,132,86,189
Maasttricht,20160520,138,94,177
Maasttricht,20160521,189,132,241
Maasttricht,20160522,165,135,200
Maasttricht,20160523,110,96,140
Maasttricht,20160524,110,88,136
Maasttricht,20160525,119,78,168
Maasttricht,20160526,163,83,219
Maasttricht,20160527,168,122,228
Maasttricht,20160528,171,109,235
Maasttricht,20160529,163,130,186
Maasttricht,20160530,157,149,166
Maasttricht,20160531,164,144,204
Maasttricht,20160601,153,131,162
Maasttricht,20160602,176,142,236
Maasttricht,20160603,161,134,210
Maasttricht,20160604,158,134,191
Maasttricht,20160605,189,149,264
Maasttricht,20160606,199,144,261
Maasttricht,20160607,193,148,266
Maasttricht,20160608,182,127,237
Maasttricht,20160609,160,114,213
Maasttricht,20160610,164,93,217
Maasttricht,20160611,172,139,225
Maasttricht,20160612,162,145,221
Maasttricht,20160613,152,136,198
Maasttricht,20160614,153,127,207
Maasttricht,20160615,137,103,186
Maasttricht,20160616,137,89,190
Maasttricht,20160617,145,121,189
Maasttricht,20160618,137,118,179
Maasttricht,20160619,144,111,193
Maasttricht,20160620,156,119,198
Maasttricht,20160621,176,144,212
Maasttricht,20160622,209,155,253
Maasttricht,20160623,251,169,322
Maasttricht,20160624,204,170,242
Maasttricht,20160625,152,112,176
Maasttricht,20160626,146,104,191
Maasttricht,20160627,149,120,194
Maasttricht,20160628,174,131,215
Maasttricht,20160629,168,134,208
Maasttricht,20160630,172,146,203
Maasttricht,20160701,181,147,215
Maasttricht,20160702,145,116,178
Maasttricht,20160703,153,116,194
Maasttricht,20160704,175,119,225
Maasttricht,20160705,164,99,210
Maasttricht,20160706,157,95,209
Maasttricht,20160707,177,108,227
Maasttricht,20160708,202,156,244
Maasttricht,20160709,203,165,250
Maasttricht,20160710,236,184,298
Maasttricht,20160711,195,165,236
Maasttricht,20160712,161,121,215
Maasttricht,20160713,133,99,189
Maasttricht,20160714,142,89,191
Maasttricht,20160715,158,87,212
Maasttricht,20160716,186,149,240
Maasttricht,20160717,205,163,250
Maasttricht,20160718,222,148,289
Maasttricht,20160719,246,160,308
Maasttricht,20160720,266,209,339
Maasttricht,20160721,234,195,279
Maasttricht,20160722,218,181,266
Maasttricht,20160723,208,181,258
Maasttricht,20160724,212,172,265
Maasttricht,20160725,205,156,252
Maasttricht,20160726,192,156,231
Maasttricht,20160727,185,131,229
Maasttricht,20160728,193,155,238
Maasttricht,20160729,189,150,239
Maasttricht,20160730,183,147,235
Maasttricht,20160731,166,109,211
Maasttricht,20160801,169,105,228
Maasttricht,20160802,160,133,179
Maasttricht,20160803,181,171,194
Maasttricht,20160804,170,139,202
Maasttricht,20160805,164,122,218
Maasttricht,20160806,170,119,224
Maasttricht,20160807,199,116,249
Maasttricht,20160808,171,135,216
Maasttricht,20160809,139,100,195
Maasttricht,20160810,123,80,164
Maasttricht,20160811,127,73,170
Maasttricht,20160812,180,144,227
Maasttricht,20160813,186,138,238
Maasttricht,20160814,182,130,231
Maasttricht,20160815,176,134,227
Maasttricht,20160816,174,109,239
Maasttricht,20160817,187,119,256
Maasttricht,20160818,184,104,250
Maasttricht,20160819,191,128,247
Maasttricht,20160820,185,142,235
Maasttricht,20160821,158,133,196
Maasttricht,20160822,179,136,237
Maasttricht,20160823,222,153,287
Maasttricht,20160824,246,152,321
Maasttricht,20160825,256,173,333
Maasttricht,20160826,248,195,310
Maasttricht,20160827,244,174,323
Maasttricht,20160828,217,152,271
Maasttricht,20160829,177,142,209
Maasttricht,20160830,173,110,238
Maasttricht,20160831,189,119,257
Maasttricht,20160901,176,127,229
Maasttricht,20160902,182,126,233
Maasttricht,20160903,189,132,245
Maasttricht,20160904,178,150,215
Maasttricht,20160905,176,140,225
Maasttricht,20160906,191,119,260
Maasttricht,20160907,202,130,266
Maasttricht,20160908,208,138,276
Maasttricht,20160909,171,124,234
Maasttricht,20160910,187,109,261
Maasttricht,20160911,202,154,258
Maasttricht,20160912,229,150,295
Maasttricht,20160913,255,190,327
Maasttricht,20160914,246,175,322
Maasttricht,20160915,211,145,285
Maasttricht,20160916,176,143,224
Maasttricht,20160917,172,125,221
Maasttricht,20160918,158,134,180
Maasttricht,20160919,154,126,198
Maasttricht,20160920,148,97,188
Maasttricht,20160921,162,115,211
Maasttricht,20160922,153,88,216
Maasttricht,20160923,157,116,222
Maasttricht,20160924,172,100,246
Maasttricht,20160925,180,123,266
Maasttricht,20160926,133,81,194
Maasttricht,20160927,147,72,225
Maasttricht,20160928,177,131,225
Maasttricht,20160929,172,136,218
Maasttricht,20160930,146,118,183
Maasttricht,20161001,137,95,192
Maasttricht,20161002,114,94,154
Maasttricht,20161003,129,97,178
Maasttricht,20161004,116,83,156
Maasttricht,20161005,91,42,146
Maasttricht,20161006,80,21,117
Maasttricht,20161007,111,94,146
Maasttricht,20161008,100,47,145
Maasttricht,20161009,78,32,135
Maasttricht,20161010,77,27,131
Maasttricht,20161011,69,15,126
Maasttricht,20161012,81,52,94
Maasttricht,20161013,83,29,129
Maasttricht,20161014,98,72,122
Maasttricht,20161015,114,86,159
Maasttricht,20161016,149,84,208
Maasttricht,20161017,123,94,158
Maasttricht,20161018,105,74,146
Maasttricht,20161019,85,71,113
Maasttricht,20161020,87,67,113
Maasttricht,20161021,71,55,91
Maasttricht,20161022,73,21,110
Maasttricht,20161023,42,-14,82
Maasttricht,20161024,92,65,114
Maasttricht,20161025,93,84,103
Maasttricht,20161026,82,57,125
Maasttricht,20161027,105,71,137
Maasttricht,20161028,121,111,131
Maasttricht,20161029,113,66,158
Maasttricht,20161030,97,51,153
Maasttricht,20161031,97,41,157
Maasttricht,20161101,98,52,149
Maasttricht,20161102,73,49,105
Maasttricht,20161103,65,44,104
Maasttricht,20161104,71,46,103
Maasttricht,20161105,73,57,106
Maasttricht,20161106,54,37,78
Maasttricht,20161107,43,26,55
Maasttricht,20161108,30,7,65
Maasttricht,20161109,36,19,57
Maasttricht,20161110,60,28,79
Maasttricht,20161111,31,3,54
Maasttricht,20161112,34,-7,63
Maasttricht,20161113,41,32,58
Maasttricht,20161114,28,-11,51
Maasttricht,20161115,75,45,102
Maasttricht,20161116,113,100,123
Maasttricht,20161117,105,86,121
Maasttricht,20161118,72,37,119
Maasttricht,20161119,60,47,80
Maasttricht,20161120,104,54,140
Maasttricht,20161121,131,117,144
Maasttricht,20161122,108,78,128
Maasttricht,20161123,97,85,127
Maasttricht,20161124,80,45,107
Maasttricht,20161125,42,12,79
Maasttricht,20161126,46,12,69
Maasttricht,20161127,43,0,75
Maasttricht,20161128,4,-22,32
Maasttricht,20161129,-17,-53,25
Maasttricht,20161130,0,-57,41
Maasttricht,20161201,37,15,56
Maasttricht,20161202,59,12,86
Maasttricht,20161203,-1,-34,44
Maasttricht,20161204,-6,-34,31
Maasttricht,20161205,6,-41,69
Maasttricht,20161206,30,-19,93
Maasttricht,20161207,68,25,102
Maasttricht,20161208,68,48,90
Maasttricht,20161209,89,69,127
Maasttricht,20161210,79,47,101
Maasttricht,20161211,76,68,103
Maasttricht,20161212,61,28,76
Maasttricht,20161213,67,42,81
Maasttricht,20161214,78,32,120
Maasttricht,20161215,48,11,91
Maasttricht,20161216,48,8,83
Maasttricht,20161217,43,14,60
Maasttricht,20161218,59,51,67
Maasttricht,20161219,39,-13,69
Maasttricht,20161220,1,-32,39
Maasttricht,20161221,37,-1,67
Maasttricht,20161222,56,49,65
Maasttricht,20161223,55,39,77
Maasttricht,20161224,72,60,79
Maasttricht,20161225,86,75,97
Maasttricht,20161226,67,21,105
Maasttricht,20161227,30,2,74
Maasttricht,20161228,17,-27,41
Maasttricht,20161229,-18,-58,34
Maasttricht,20161230,-5,-50,52
Maasttricht,20161231,-24,-51,18
